School Year,RCDT Code,District Name,Enrollment Range,Enrollment Count,Salary Program,Month Salary Schedule Adopted,Signed Written Agreement,Local Affiliation,Meeting(s) Between School Board and Superintendent Based on Discussions With Teachers,Salary Program (Merit or Performance),Severance Pay,Early Retirement Program,Sick Leave Bank,Direct Reimbursement for Expenses,Leave with Pay,Sick Leave > 80 Days,Bachelor's Beginning Salary,Bachelor's Maximum Salary,Bachelor's Years to Max,Master's Beginning Salary,Master's Maximum Salary,Master's Years to Max,Master's 30-32+ Beginning Salary,Master's 30-32+ Maximum Salary,Master's 30-32+ Years to Max,Highest Scheduled Salary,Years to Highest Scheduled Salary,Education Level Required to Reach Highest Salary,Additional Hours Required to Reach Highest Salary,All Full-time Employees Eligible to Receive the Same Fringe Benefit Coverage,Teacher Retirement System Monies Included in Salary Schedule,Percentage of Board Paid TRS (Part D),Annual Dental Premium for Employee,Percentage of Employee Dental Paid by Employer,Annual Dental Premium for Family,Percentage of Family Dental Paid by Employer,Annual Disability Insurance Premium for Employee,Percentage of Employee Disability Insurance Paid by Employer,Annual Disability Insurance Premium for Family,Percentage of Family Disability Insurance Paid by Employer,Annual Hospitalization Insurance Premium for Employee,Percentage of Employee Hospitalization Insurance Paid by Employer,Annual Hospitalization Insurance Premium for Family,Percentage of Family Hospitalization Insurance Paid by Employer,Annual Life Insurance Premium for Employee,Percentage of Employee Life Insurance Paid by Employer,Annual Life Insurance Premium for Family,Percentage of Family Life Insurance Paid by Employer,Annual Prescription Insurance Premium for Employee,Percentage of Employee Prescription Insurance Paid by Employer,Annual Prescription Insurance Premium for Family,Percentage of Family Prescription Insurance Paid by Employer,Annual Vision Insurance Premium for Employee,Percentage of Employee Vision Insurance Paid by Employer,Annual Vision Insurance Premium for Family,Percentage of Family Vision Insurance Paid by Employer,Cafeteria Plan 1,Cafeteria Plan 2,Cafeteria Plan 3,Cafeteria Plan 4,CAFTERIA PLAN (1-4) MEMBER COST,CAFTERIA PLAN (1-4) MEMBER PERCENT PAID BY EMPLOYER,CAFTERIA PLAN (1-4) FAMILY COST,CAFTERIA PLAN (1-4) FAMILY PERCENT PAID BY EMPLOYER,OTHER BENEFIT TYPE 1,OTHER BENEFIT TYPE 2,OTHER BENEFIT TYPE 3,OTHER BENEFIT TYPE 4,OTHER BENEFITS (1-4) MEMBER COST,OTHER BENEFITS (1-4) MEMBER PERCENT PAID BY EMPLOYER,OTHER BENEFITS (1-4) FAMILY COST,OTHER BENEFITS (1-4) FAMILY PERCENT PAID BY EMPLOYER,EXPIRATION DATE OF CONTRACT,MASTERS 10TH YEAR SALARY,DOES CONTRACT CONTAIN FAIR SHARE PROVISION?,LONGEVITY PAY PROVIDED BY CONTRACT?,LONGEVITY BACHELORS MAXIMUM,YEARS TO LONGEVITY BACHELORS MAXIMUM,LONGEVITY MASTERS MAXIMUM,YEARS TO LONGEVITY MASTERS MAXIMUM,LONGEVITY MASTERS 30-32+ MAXIMUM ,YEARS TO LONGEVITY MASTERS 30-32+ MAXIMUM ,LONGEVITY HIGHEST SCHEDULED SALARY MAXIMUM,LONGEVITY HIGHEST YEAR SCHEDULED SALARY MAXIMUM,"DAYS PERSONAL, BUSINESS OR EMERGENCY LEAVE W/PAY",DAYS SICK LEAVE ACCUnlimitedMUnlimitedLATION BEYOND 180 DAYS
2019,3025020026,Beecher City CUSD 20,Under 500,328,Salary Schedule,July,Yes,IEA-NEA,,,,,,,Yes,Yes,"$35,500.00","$53,320.00",19,"$38,720.00","$61,490.00",24,$0.00,$0.00,0,"$63,285.00",25,Master's,16,Yes,No,0,$457.00,0,$807.00,0,$0.00,0,$0.00,0,$12.00,48,$14.00,0,$30.00,100,$0.00,0,$0.00,48,$0.00,0,$93.00,0,$148.00,0,,,,,$0.00,0,$0.00,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Jun-21,"$47,630.00",1,1,"$53,770.00",26,"$61,940.00",26,0,0,"$63,735.00",26,4,U
2019,3025030026,Dieterich CUSD 30,Under 500,525,Salary Schedule,July,Yes,IEA-NEA,,,,,,Yes,Yes,Yes,"$31,963.00","$53,247.00",26,"$33,968.00","$58,804.00",26,NULL,NULL,NULL,"$60,158.00",26,Master's,16,Yes,Yes,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"$6,648.00",72,"$13,548.00",33,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Jun-19,"$42,908.00",1,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,340
2019,3025040026,Effingham CUSD 40,"1,000-2,999",2891,Salary Schedule,August,Yes,IEA-NEA,,,,Yes,,,Yes,Yes,"$33,500.00","$62,094.00",25,"$35,115.00","$69,292.00",25,NULL,NULL,NULL,"$72,255.00",25,Master's,16,Yes,Yes,9.6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"$10,044.00",72,"$22,032.00",43,$26.00,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Jun-21,"$45,912.00",2,1,"$68,915.00",32,"$76,903.00",32,NULL,NULL,"$80,192.00",32,2,351
2019,3026201026,Brownstown CUSD 201,Under 500,468,Salary Schedule,May,Yes,IEA-NEA,,,,,,,Yes,Yes,"$37,173.00","$50,867.00",17,"$41,818.00","$60,999.00",23,NULL,NULL,NULL,"$62,745.00",23,Master's,16,Yes,Yes,9.9,$456.00,0,"$1,260.00",0,NULL,NULL,NULL,NULL,"$9,900.00",36,"$22,032.00",16,$12.00,0,$0.00,0,NULL,36,NULL,16,$96.00,0,$240.00,0,,Prescription,Cash,Annuity,"$10,464.00",34,"$22,377.00",16,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Jun-21,"$49,518.00",1,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,340
2019,3026202026,St Elmo CUSD 202,Under 500,507,Salary Schedule,September or later,Yes,IEA-NEA,,,,,Yes,Yes,Yes,Yes,"$37,371.00","$56,725.00",20,"$40,707.00","$66,870.00",28,"$41,858.00","$68,055.00",28,"$68,055.00",28,Master's,32,Yes,Yes,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"$12,108.00",55,"$14,808.00",0,$12.00,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Health,,,,"$4,140.00",100,$0.00,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Jun-20,"$49,091.00",1,1,NULL,NULL,"$67,033.00",29,68221,29,"$68,221.00",29,4,340
2019,3026203026,Vandalia CUSD 203,"1,000-2,999",1752,Salary Schedule,August,Yes,IEA-NEA,,,,,Yes,Yes,Yes,Yes,"$41,078.00","$61,546.00",19,"$44,728.00","$69,927.00",21,"$48,701.00","$76,139.00",21,"$77,776.00",21,Master's,40,Yes,Yes,0,$457.00,0,$807.00,0,$0.00,0,$0.00,0,"$10,440.00",63,"$12,780.00",0,$12.00,100,$0.00,0,$0.00,63,$0.00,0,$93.00,0,$148.00,0,,,,,$0.00,0,$0.00,0,NULL,NULL,NULL,NULL,$0.00,0,$0.00,0,Jul-19,"$54,169.00",1,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,U
2019,3026204026,Ramsey CUSD 204,Under 500,504,Salary Schedule,May,Yes,IEA-NEA,,,,Yes,Yes,Yes,Yes,Yes,"$35,147.00","$60,674.00",26,"$38,985.00","$64,519.00",26,"$40,700.00","$66,305.00",26,"$66,305.00",26,Master's,32,Yes,Yes,9,$0.00,0,$0.00,0,$0.00,0,$0.00,0,"$8,505.00",52,NULL,NULL,$26.00,100,$0.00,0,$0.00,0,$0.00,0,$0.00,0,$0.00,0,,,,,$0.00,0,$0.00,0,7,NULL,NULL,NULL,$720.00,100,$0.00,0,Aug-20,"$48,174.00",2,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12,340
2019,3068002026,Panhandle CUSD 2,Under 500,558,Salary Schedule,August,Yes,IEA-NEA,,,,,,Yes,Yes,Yes,"$38,646.00","$62,763.00",32,"$41,823.00","$75,961.00",32,"$43,477.00","$77,699.00",32,"$77,699.00",32,,NULL,Yes,Yes,9,$457.00,0,"$1,264.00",0,NULL,NULL,NULL,NULL,"$9,840.00",92,"$11,379.00",0,$0.00,100,NULL,NULL,NULL,NULL,NULL,NULL,$93.00,0,$241.00,0,Health,Dental,Annuity,,"$9,780.00",0,NULL,NULL,6,NULL,NULL,NULL,"$7,110.00",0,NULL,NULL,Aug-19,"$56,991.00",2,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,U
2019,3068003026,Hillsboro CUSD 3,"1,000-2,999",2060,Salary Schedule,September or later,Yes,IFT-AFT,,,,,Yes,Yes,Yes,Yes,"$38,099.00","$62,864.00",20,"$41,909.00","$72,388.00",24,"$44,957.00","$77,341.00",25,"$77,341.00",25,Master's,32,Yes,Yes,9.9,$365.00,100,$866.00,0,$0.00,0,$0.00,0,"$7,579.00",100,"$13,357.00",0,$31.00,100,$0.00,0,$0.00,100,$0.00,0,$0.00,0,$0.00,0,,,,,$0.00,0,$0.00,0,NULL,NULL,NULL,NULL,$0.00,0,$0.00,0,Aug-19,"$59,054.00",1,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,U
2019,3068012026,Litchfield CUSD 12,"1,000-2,999",1659,Salary Schedule,September or later,Yes,IEA-NEA,,,,,,Yes,Yes,Yes,"$40,202.00","$67,539.00",24,"$44,222.00","$74,775.00",24,"$45,830.00","$76,383.00",24,"$76,383.00",24,Master's,32,Yes,Yes,0,$402.00,0,$742.00,0,NULL,NULL,NULL,NULL,"$6,418.00",100,"$13,533.00",0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,$91.00,0,$204.00,0,,,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Jun-21,"$58,694.00",1,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,U
2019,3068022026,Nokomis CUSD 22,500-999,718,Salary Schedule,April,Yes,IEA-NEA,,,,,,Yes,Yes,Yes,"$33,769.00","$55,461.00",34,"$37,773.00","$59,465.00",34,"$41,777.00","$63,469.00",34,"$63,469.00",34,Master's,32,Yes,Yes,9.9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"$6,144.00",100,"$7,488.00",0,NULL,NULL,NULL,NULL,$0.00,100,$0.00,0,NULL,NULL,NULL,NULL,,,,,NULL,NULL,NULL,NULL,2,NULL,NULL,NULL,"$6,144.00",100,$0.00,0,Aug-19,"$45,661.00",2,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,U
2019,4004100026,Belvidere CUSD 100,"6,000-11,999",8862,Salary Schedule,August,Yes,IEA-NEA,,,,Yes,Yes,,Yes,Yes,"$40,124.00","$61,193.00",16,"$47,196.00","$81,961.00",18,"$53,741.00","$93,327.00",18,"$96,432.00",18,Master's,48,Yes,Yes,9,$454.00,100,$454.00,0,$0.00,NULL,$0.00,NULL,"$7,969.00",93,"$15,938.00",60,$141.00,100,$0.00,NULL,$0.00,NULL,$0.00,NULL,$84.00,0,$246.00,0,,,,,$0.00,NULL,$0.00,NULL,NULL,NULL,NULL,NULL,$0.00,NULL,$0.00,NULL,Aug-21,"$63,213.00",1,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,U
2019,4004200026,North Boone CUSD 200,"1,000-2,999",1783,Salary Schedule,July,Yes,IEA-NEA,,,,Yes,Yes,Yes,Yes,Yes,"$38,637.00","$58,442.00",14,"$43,486.00","$76,254.00",19,"$48,944.00","$88,399.00",20,"$88,399.00",20,Master's,32,Yes,Yes,0,$35.00,91,$372.00,0,$0.00,0,$0.00,0,"$8,447.00",91,"$16,392.00",55,$30.00,100,$0.00,0,$0.00,0,$0.00,0,$95.00,91,$171.00,0,,,,,$0.00,0,$0.00,0,NULL,NULL,NULL,NULL,$0.00,0,$0.00,0,Jun-20,"$58,442.00",1,1,$0.00,0,$0.00,0,89283,21,"$89,283.00",21,4,11
2019,4101122022,Harlem UD 122,"6,000-11,999",7308,Salary Schedule,August,Yes,IFT-AFT,,,,Yes,Yes,,Yes,Yes,"$36,889.00","$62,712.00",14,"$44,267.00","$75,623.00",17,"$51,645.00","$83,001.00",17,"$85,401.00",17,Master's,56,Yes,Yes,9,$0.00,95,$0.00,79,$0.00,0,$0.00,0,"$7,608.00",95,"$21,780.00",79,$79.00,100,$0.00,0,$0.00,95,$0.00,79,$0.00,0,$0.00,0,,,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Aug-19,"$60,867.00",1,1,"$64,812.00",18,"$77,723.00",18,85101,18,"$87,501.00",18,5,U
2019,4101131004,Kinnikinnick CCSD 131,"1,000-2,999",1854,Salary Schedule,August,Yes,IEA-NEA,,,,,,,Yes,Yes,"$37,660.00","$63,962.00",19,"$42,650.00","$79,056.00",23,"$48,111.00","$89,178.00",23,"$91,796.00",23,Master's,40,Yes,Yes,0,$368.00,100,"$1,094.00",0,NULL,NULL,NULL,NULL,"$9,389.00",100,"$15,748.00",0,$16.00,100,NULL,0,NULL,100,NULL,NULL,NULL,NULL,NULL,NULL,,,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Aug-19,"$57,543.00",2,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,360
2019,4101133004,Prairie Hill CCSD 133,500-999,796,Salary Schedule,August,Yes,IFT-AFT,,,,,,,Yes,Yes,"$36,657.00","$63,117.00",19,"$44,557.00","$76,897.00",23,"$54,160.00","$86,499.00",23,"$89,207.00",23,Master's,40,Yes,Yes,9.9,$351.00,100,$0.00,0,$0.00,0,$0.00,0,"$6,701.00",100,$0.00,0,$66.00,100,$0.00,0,NULL,100,$0.00,0,$0.00,0,$0.00,0,,,,,$0.00,0,$0.00,0,NULL,NULL,NULL,NULL,$0.00,0,$0.00,0,Aug-19,"$57,787.00",2,1,"$98,334.00",34,"$106,443.00",34,119735,34,"$123,483.00",34,13,366
2019,4101134004,Shirland CCSD 134,Under 500,127,Salary Schedule,May,Yes,IEA-NEA,,,,,,Yes,Yes,Yes,"$36,965.00","$54,712.00",18,"$41,272.00","$63,195.00",22,"$45,580.00","$72,723.00",27,"$72,723.00",27,Master's,32,Yes,Yes,9.9,$350.00,100,$664.00,0,NULL,NULL,NULL,NULL,"$7,584.00",100,"$16,812.00",0,$306.00,100,$0.00,0,NULL,100,NULL,NULL,NULL,NULL,NULL,NULL,,,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Jun-21,"$50,668.00",1,1,"$55,532.00",19,"$64,142.00",23,73813,28,"$73,813.00",28,15,180
2019,4101140004,Rockton SD 140,"1,000-2,999",1616,Salary Schedule,September or later,Yes,IEA-NEA,,,,Yes,,,Yes,Yes,"$38,487.00","$64,659.00",17,"$48,109.00","$74,280.00",17,"$53,882.00","$80,053.00",17,"$81,978.00",17,,NULL,Yes,Yes,9,$348.00,100,$588.00,100,$0.00,0,$0.00,0,"$11,977.00",100,"$13,279.00",100,$67.00,100,NULL,NULL,NULL,100,NULL,NULL,NULL,NULL,NULL,NULL,,,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Aug-20,"$63,504.00",1,1,NULL,NULL,"$75,819.00",18,81593,18,"$83,517.00",18,360,360
2019,4101140061,Winnebago County Spec Educ Coop,"1,000-2,999",NULL,Salary Schedule,August,Yes,IEA-NEA,,,,,,,Yes,Yes,"$37,481.00","$52,539.00",11,"$43,672.00","$69,022.00",18,"$49,918.00","$81,031.00",20,"$81,031.00",20,Master's,32,Yes,No,0,$348.00,100,$588.00,0,$0.00,0,$0.00,0,"$11,677.00",98,"$13,279.00",0,$13.00,100,$0.00,0,$0.00,98,$0.00,0,$0.00,0,$0.00,0,,,,,$0.00,0,$0.00,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Aug-20,"$56,608.00",1,1,NULL,NULL,"$70,022.00",19,82031,21,"$82,031.00",21,4,360
2019,4101205025,Rockford SD 205,"12,000 and over",33392,Salary Schedule,July,Yes,IEA-NEA,,,,,,,Yes,Yes,"$38,212.00","$62,054.00",19,"$44,171.00","$70,003.00",19,"$50,134.00","$81,925.00",19,"$89,874.00",19,Master's,40,Yes,Yes,9.6,$414.00,85,$864.00,85,"$1,186.00",100,$0.00,0,"$8,003.00",90,"$16,793.00",87,$11.00,100,$0.00,0,NULL,90,$0.00,87,$0.00,0,$0.00,0,,,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Jun-21,"$64,043.00",1,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,U
2019,4101207016,Hononegah CHD 207,"1,000-2,999",2206,Salary Schedule,August,Yes,IEA-NEA,,,,Yes,Yes,Yes,Yes,Yes,"$42,811.00","$80,656.00",20,"$50,517.00","$88,362.00",20,"$58,223.00","$96,068.00",20,"$100,691.00",20,Doctor's,0,Yes,Yes,9,$371.00,65,$917.00,25,NULL,NULL,NULL,NULL,"$14,217.00",80,"$39,280.00",80,$188.00,100,$0.00,0,NULL,NULL,NULL,NULL,$74.00,0,$219.00,0,,,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Aug-21,"$68,241.00",1,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,350
2019,4101320026,County of Winnebago SD 320,500-999,1131,Salary Schedule,January or before,Yes,IEA-NEA,,,Yes,Yes,Yes,Yes,Yes,Yes,"$38,681.00","$52,487.00",12,"$43,701.00","$63,782.00",17,"$48,721.00","$74,472.00",21,"$74,472.00",21,Master's,30,Yes,Yes,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,Annuity,Cash,Prescription,"$10,480.00",89,"$25,652.00",80,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Sep-19,"$54,997.00",1,1,"$55,087.00",34,"$66,382.00",34,77072,34,"$77,072.00",34,2,340
2019,4101321026,Pecatonica CUSD 321,500-999,985,Policy No Schedule,June,Yes,IEA-NEA,,,,,,Yes,Yes,Yes,"$36,001.00","$49,141.00",16,"$40,519.00","$61,625.00",25,"$45,605.00","$78,138.00",25,"$80,482.00",25,Master's,40,Yes,No,9,$83.00,78,$302.00,67,NULL,NULL,NULL,NULL,"$2,077.00",73,"$6,937.00",63,NULL,100,NULL,NULL,NULL,73,NULL,NULL,NULL,NULL,NULL,NULL,,,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Aug-22,NULL,2,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,355
2019,4101322026,Durand CUSD 322,500-999,605,Salary Schedule,April,Yes,IEA-NEA,,,,Yes,Yes,Yes,Yes,Yes,"$35,125.00","$47,134.00",10,"$40,746.00","$59,327.00",13,"$45,637.00","$64,217.00",13,"$68,815.00",13,Certificate of Advanced Study (or 6 Year Specialist Certificate),0,Yes,No,7.5,$492.00,50,"$1,224.00",20,$0.00,0,$0.00,0,"$10,380.00",91,"$24,984.00",67,$126.00,100,$0.00,0,$0.00,91,$0.00,67,$72.00,50,$216.00,25,,,,,$0.00,0,$0.00,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Jun-21,"$54,682.00",1,1,"$48,430.00",11,"$60,958.00",14,65983,14,"$70,708.00",14,2,U
2019,4101323026,Winnebago CUSD 323,"1,000-2,999",1442,Salary Schedule,September or later,Yes,IEA-NEA,,,,,Yes,Yes,Yes,Yes,"$38,006.00","$54,729.00",12,"$44,391.00","$67,271.00",15,"$51,005.00","$79,433.00",18,"$81,106.00",18,Master's,40,Yes,Yes,9,$425.00,0,$689.00,0,$0.00,0,$0.00,0,"$9,140.00",95,"$12,369.00",50,$20.00,100,$0.00,0,$0.00,0,$0.00,0,$67.00,0,$119.00,0,,,,,$0.00,0,$0.00,0,NULL,NULL,NULL,NULL,$0.00,0,$0.00,0,Aug-20,"$59,100.00",1,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,340
2019,5016015004,Palatine CCSD 15,"12,000 and over",13719,Salary Schedule,January or before,Yes,IEA-NEA,,,,,Yes,Yes,Yes,Yes,"$39,944.00","$67,226.00",20,"$44,037.00","$84,884.00",25,"$46,239.00","$89,130.00",25,"$89,130.00",25,Master's,30,Yes,Yes,0,$499.00,100,$990.00,50,$138.00,100,NULL,NULL,"$8,803.00",96,"$14,436.00",48,$60.00,100,NULL,48,NULL,96,NULL,48,$141.00,100,$204.00,0,,,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Aug-24,"$56,507.00",1,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6,U
2019,5016021004,Wheeling CCSD 21,"6,000-11,999",7234,Policy No Schedule,August,Yes,IEA-NEA,,,,Yes,Yes,Yes,Yes,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"$75,360.00",NULL,Master's,30,Yes,Yes,9.9,$493.00,100,"$1,079.00",0,NULL,100,NULL,NULL,"$9,320.00",99,"$33,121.00",75,NULL,100,NULL,NULL,NULL,99,NULL,NULL,NULL,NULL,NULL,NULL,,,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Jul-22,NULL,1,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,36
2019,5016023002,Prospect Heights SD 23,"1,000-2,999",1662,Policy No Schedule,January or before,Yes,IEA-NEA,,,,,Yes,Yes,Yes,Yes,"$44,602.00","$70,676.00",20,"$48,647.00","$87,100.00",20,"$51,350.00","$93,571.00",20,"$93,571.00",20,Master's,30,Yes,No,0,$395.00,100,$710.00,100,NULL,NULL,NULL,NULL,"$8,400.00",95,"$14,371.00",63,$35.00,100,NULL,NULL,NULL,95,NULL,63,$71.00,0,$81.00,0,,,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Jun-19,"$60,224.00",1,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,U
2019,5016025002,Arlington Heights SD 25,"3,000-5,999",5767,Salary Schedule,June,Yes,IEA-NEA,,,,Yes,Yes,,Yes,Yes,"$42,888.00","$65,367.00",25,"$46,388.00","$82,284.00",34,"$50,173.00","$88,999.00",34,"$88,999.00",34,Master's,32,Yes,No,0,$493.00,100,$821.00,0,$0.00,NULL,$0.00,NULL,"$9,576.00",95,"$11,438.00",44,$69.00,100,$0.00,0,NULL,95,NULL,44,$71.00,100,$86.00,0,,,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Jun-20,"$54,906.00",1,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,355
2019,5016026002,River Trails SD 26,"1,000-2,999",1643,Policy No Schedule,July,Yes,IEA-NEA,,Yes,,,Yes,Yes,Yes,Yes,"$44,000.00",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"$44,000.00",NULL,Bachelor's,0,Yes,No,0,$467.00,100,$0.00,0,$327.00,100,$0.00,0,"$10,844.00",95,"$14,241.00",32,$60.00,100,$0.00,0,NULL,83,NULL,32,$0.00,0,$0.00,0,,,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Jun-22,NULL,2,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,U
2019,5016027002,Northbrook ESD 27,"1,000-2,999",1343,Salary Schedule,January or before,Yes,IEA-NEA,,,,,,Yes,Yes,Yes,"$51,045.00","$62,758.00",10,"$57,917.00","$88,588.00",17,"$61,358.00","$126,802.00",30,"$126,802.00",30,Master's,30,Yes,Yes,0,$573.00,100,$860.00,40,$175.00,100,NULL,NULL,"$13,878.00",68,"$18,550.00",29,$16.00,100,NULL,NULL,NULL,68,NULL,29,NULL,NULL,NULL,NULL,,,,,NULL,NULL,NULL,NULL,9,NULL,NULL,NULL,$700.00,100,NULL,NULL,Jun-19,"$75,271.00",1,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,U
2019,5016028002,Northbrook SD 28,"1,000-2,999",1830,Salary Schedule,August,No,NULL,Yes,,,,,Yes,Yes,Yes,"$48,052.00","$59,628.00",10,"$52,653.00","$91,261.00",22,"$56,657.00","$120,151.00",31,"$120,151.00",31,Master's,30,Yes,Yes,0,$476.00,100,$753.00,50,$499.00,100,NULL,NULL,"$10,677.00",94,"$17,442.00",64,$69.00,100,NULL,NULL,NULL,NULL,NULL,NULL,$88.00,100,$152.00,50,,,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"$68,843.00",NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,355
2019,5016029002,Sunset Ridge SD 29,Under 500,481,Policy No Schedule,January or before,Yes,IEA-NEA,,Yes,,Yes,,Yes,Yes,Yes,"$52,351.00","$64,720.00",9,"$56,434.00","$84,381.00",14,"$60,462.00","$127,161.00",25,"$127,161.00",25,Master's,30,Yes,No,0,$458.00,0,"$1,138.00",0,$163.00,100,NULL,NULL,"$10,824.00",90,"$18,942.00",70,$69.00,100,NULL,NULL,NULL,90,NULL,70,$76.00,0,$160.00,0,,,,,NULL,NULL,NULL,NULL,7,9,NULL,NULL,"$3,500.00",100,NULL,NULL,Aug-19,"$70,308.00",1,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,400
2019,5016030002,Northbrook/Glenview SD 30,"1,000-2,999",1209,Salary Schedule,May,Yes,IEA-NEA,,,,,Yes,Yes,Yes,Yes,"$48,847.00","$57,179.00",5,"$53,229.00","$100,170.00",21,"$56,657.00","$125,534.00",29,"$125,534.00",29,Master's,30,Yes,No,0,$546.00,0,"$1,108.00",0,$235.00,100,$0.00,0,"$12,201.00",90,"$19,930.00",51,$69.00,100,$0.00,0,$0.00,0,$0.00,0,$0.00,0,$0.00,0,,,,,$0.00,0,$0.00,0,NULL,NULL,NULL,NULL,$0.00,0,$0.00,0,Jun-22,"$70,675.00",1,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,340
2019,5016031002,West Northfield SD 31,500-999,932,Salary Schedule,August,Yes,IFT-AFT,,,,,,,Yes,Yes,"$47,000.00","$57,561.00",9,"$52,500.00","$90,521.00",24,"$58,500.00","$109,342.00",28,"$109,342.00",28,Master's,32,Yes,No,0,$566.00,0,"$1,093.00",0,NULL,NULL,NULL,NULL,"$11,454.00",97,"$16,235.00",0,$35.00,100,$0.00,NULL,NULL,97,NULL,NULL,NULL,NULL,NULL,NULL,,,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Aug-20,"$64,833.00",1,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,U
